Acc_Magnitude,Gyro_Magnitude,label
1.80236090308338,0.3916705529645865,0
1.039857989539437,0.3331397957443553,0
1.4751332247326827,0.4793129039629865,0
1.8886280551941996,0.651042543545891,0
1.0854493215446803,0.392094052651116,0
1.045597908016796,0.4365394607975557,0
1.552833046408065,0.3106274275258209,0
1.793661995794377,0.8157711960908138,0
1.5019227328600802,0.495224600868532,0
2.5125820426219967,0.3926419372135398,0
0.7149771274259508,0.3650890662298415,0
1.4240089009212449,0.5129027278493646,0
0.9352525026535594,0.3036655726626674,0
2.368025660741487,0.5019990609764999,0
1.5186363933696378,0.4142179236552459,0
2.222086608724142,1.4781525590807785,0
1.171317674159182,0.3157225221366276,0
2.3445425345484607,0.5075051522842237,0
1.8235172488193887,0.3101663289742202,0
1.8689445476714792,0.4800453768906161,0
2.0102108454392384,0.5938668140775644,0
1.2788905393006027,0.3532810428530742,0
1.1722691890125665,0.5097732554076558,0
1.2131947975908677,0.5671479088738982,0
0.9497484454597144,0.3681948846418371,0
1.4195645027711992,0.3722986569628808,0
1.4456558586439976,0.331334730723836,0
1.3425146930519274,0.3563517648244675,0
1.4627436162361769,0.3066007064371661,0
1.4115439994372496,0.4761221114253908,0
1.6155728636153457,0.4776507494161263,0
1.4090850514123152,0.4433090855738086,0
1.0047312759073512,0.5299762630726266,0
1.6493432737600795,0.6864838694943362,0
1.2564802999893463,0.4020328075557026,0
2.0344212889411826,0.3190413182383246,0
1.322697702144592,0.323194869633109,0
1.2750556022131518,0.3042804076314674,0
2.0657607532934463,0.5299309632975663,0
2.67073610233901,0.7540907938812028,0
1.247438616407533,0.768011698453991,0
1.2654308849821112,0.2666358943770625,0
1.2268771969347727,0.538949550562622,0
1.15099800879415,0.4166672162744259,0
1.588756169654958,0.3804090394334261,0
0.990615880398201,0.3171966137149619,0
1.7612681476222882,0.3476987197868968,0
1.758042045021934,0.2048344610737494,0
1.7944358796426774,0.3005515501473427,0
0.9772490736422782,0.350303373378466,0
1.707862071319284,0.3326109949246187,0
1.2227212140585582,0.316093858266837,0
1.674841167924014,0.4471377374716838,0
1.7913282260970602,0.3970762785635496,0
1.125573824130664,0.309911263511831,0
1.97033873231116,0.5233296391932799,0
1.2098241400056533,0.3341132774827343,0
1.7416664748128057,0.3013831404488508,0
1.549150266725151,0.6892819020503301,0
1.2654519561473327,0.3482832640813701,0
1.819729157482798,0.4529646337373499,0
1.5694107828157182,0.3832231186154855,0
1.2975486103904514,0.3779152245801073,0
1.9074062237026947,0.5585880751460948,0
1.5187164862780582,0.4040371431615965,0
1.0937219517318173,0.2470295354515034,0
1.2344679754076426,0.4119044433781716,0
5.150961925486271,2.510718065211563,1
5.369137265970974,2.7845907341965144,1
5.916852269179239,3.0202307638409462,1
4.297193726675299,2.2600999627769194,1
4.757186802091075,2.5386869861148003,1
6.05696821247142,2.8796972206610163,1
2.632761660983361,2.521750441777571,1
4.246007013917852,2.5864057594750447,1
