Acc_Magnitude,Gyro_Magnitude,label
10.042545536569172,0.8118103404074636,0.0
10.181358619793093,0.6420054664889411,0.0
10.25994851730867,0.5603984106539196,0.0
10.063494166159984,0.6018213911917646,0.0
10.490604949732868,0.6426431321910879,0.0
10.265316148244349,0.6088900871075716,0.0
10.29398691221859,0.4193152501947468,0.0
10.067250466977612,0.6481516861513825,0.0
10.509151250330625,0.7220900685645274,0.0
10.166645266614667,0.6858037188352343,0.0
10.35040868394795,0.7808610415477629,0.0
10.478616017424663,0.6964607492508268,0.0
10.308513859685908,0.7457731776144382,0.0
10.369189019781516,0.6144121679828294,0.0
10.41046126965126,0.6791356288011561,0.0
10.391988486224,0.6229979342213379,0.0
10.183206660364815,0.7069239819286585,0.0
10.366165922054822,0.7474197055629218,0.0
10.307099821992272,0.6562170585578128,0.0
10.575771672796725,0.6991666235408787,0.0
10.28433224684174,0.6077740151095089,0.0
10.554519477357946,0.7977934466060395,0.0
10.18556594166569,0.7945299511382261,0.0
10.288023820903602,0.5510804733870688,0.0
10.20107328813232,0.5614033071594979,0.0
10.440907295794656,1.3737783563713628,1.0
10.346710943638932,1.247148985239075,1.0
10.782873547578182,1.2156335378177765,1.0
10.036439491691976,1.0557216419013715,1.0
11.499586172902475,1.3473662422597492,1.0
10.517442670863645,1.32272749252371,1.0
9.988240500743482,0.9282507631405266,1.0
10.532533541773146,1.0051866384727195,1.0
10.914846971679124,1.430079660713015,1.0
10.531063705936154,1.1508128385134773,1.0
9.1920673955589,0.8794764809580469,1.0
10.196893041011698,0.7227051332354393,1.0
10.213004891919631,0.7391511246656689,1.0
10.637129758024267,0.8884656987648467,1.0
10.053470152222946,0.8093695661377666,1.0
10.006957616117877,0.6231155162014016,1.0
10.14412549029715,1.1350495750032874,1.0
9.241992459557215,0.8381884264538766,1.0
9.747761035568184,0.8691208417017312,1.0
