Acc_Magnitude,Gyro_Magnitude,label
1.80236090308338,0.2459116242084944,0
1.039857989539437,0.2928822837355521,0
1.4751332247326827,0.4395067450726616,0
1.8886280551941996,0.4465447912769003,0
1.0854493215446803,0.2874498445278042,0
1.045597908016796,0.3887893055933138,0
1.552833046408065,0.2838851793942457,0
1.793661995794377,0.5976585512466623,0
1.5019227328600802,0.342091191382066,0
2.5125820426219967,0.3231760935294048,0
0.7149771274259508,0.1957663562583955,0
1.4240089009212449,0.5074840113551474,0
0.9352525026535594,0.1805128750805404,0
2.368025660741487,0.3237546825196659,0
1.5186363933696378,0.3832716273585337,0
2.222086608724142,1.0751907117166488,0
1.171317674159182,0.2089792027804539,0
2.3445425345484607,0.334706847844123,0
1.8235172488193887,0.2951174265331702,0
1.8689445476714792,0.419765730311927,0
2.0102108454392384,0.4269556185661783,0
1.2788905393006027,0.3191844782070365,0
1.1722691890125665,0.2994076090437608,0
1.2131947975908677,0.32134537256028,0
0.9497484454597144,0.2256343120125237,0
1.4195645027711992,0.2215561633856514,0
1.4456558586439976,0.2153934326555525,0
1.3425146930519274,0.3628537638006964,0
1.4627436162361769,0.2989839502508353,0
1.4115439994372496,0.3072094458093675,0
1.6155728636153457,0.3572208563366355,0
1.4090850514123152,0.1811114436003376,0
1.0047312759073512,0.2902634716670959,0
1.6493432737600795,0.3563690668261224,0
1.2564802999893463,0.3089893900228786,0
2.0344212889411826,0.2176918323867421,0
1.322697702144592,0.3015867376026748,0
1.2750556022131518,0.2455603404692318,0
2.0657607532934463,0.4483240804624703,0
2.67073610233901,0.491105736296633,0
1.247438616407533,0.3940246176915541,0
1.2654308849821112,0.281166526349925,0
1.2268771969347727,0.337422961378146,0
1.15099800879415,0.3989570971361956,0
1.588756169654958,0.2401642771176805,0
0.990615880398201,0.3209656408580802,0
1.7612681476222882,0.3429855338176418,0
1.758042045021934,0.1888674757094445,0
1.7944358796426774,0.2446748300312876,0
0.9772490736422782,0.3134133368580306,0
1.707862071319284,0.217943143504241,0
1.2227212140585582,0.2504850848819492,0
1.674841167924014,0.4107171869246476,0
1.7913282260970602,0.3141242214810039,0
1.125573824130664,0.3065866823664991,0
1.97033873231116,0.4488051850285848,0
1.2098241400056533,0.2213952453665608,0
1.7416664748128057,0.291229365834264,0
1.549150266725151,0.3703740634829244,0
1.2654519561473327,0.2890448254959193,0
1.819729157482798,0.2760677428336827,0
1.5694107828157182,0.2794497767165112,0
1.2975486103904514,0.2808483574515153,0
1.9074062237026947,0.5491346600585617,0
1.5187164862780582,0.2814671195164362,0
1.0937219517318173,0.2365457789840303,0
1.2344679754076426,0.2448753182242045,0
5.150961925486271,1.4104734618834291,1
5.369137265970974,1.724267776876757,1
5.916852269179239,1.599036015988328,1
4.297193726675299,1.106812580028024,1
4.757186802091075,1.311995838905712,1
6.05696821247142,1.4456728465080368,1
2.632761660983361,1.2815241431016944,1
4.246007013917852,1.2938949319106996,1
5.603938881157007,1.4836726261020616,1
5.935797926399706,1.4450444175251476,1
2.326566368408677,1.2427451408539296,1
4.064437974260124,0.9728257572632414,1
4.735774685189814,1.3344590724222882,1
5.4476512479122485,1.0078984689432615,1
3.62141910301389,0.9195539905359964,1
3.904366502833782,0.8219187395546694,1
5.162009371750461,1.4472421293686448,1
1.2857468830637442,1.2651708644171804,1
