Acc_Magnitude,Gyro_Magnitude
2.952419040946336,0.49379512424490696
1.0596779414593709,0.4030903005279055
0.8544243745504508,0.2942009685949108
1.4182182841274422,0.4333565099280144
1.3217534392966939,0.49742014457587574
1.312315872117081,0.4051781190890652
1.3765307880205029,0.3897860916230741
1.4863586534191071,0.36528551875534054
1.401685120092876,0.5274286242065764
1.6507733785032246,0.5046853700997928
1.3986916699254248,0.4599798073442269
1.3132466450640299,0.32877157115888067
1.7004867606804523,0.35860219885782835
1.3901208554532298,0.49091369847203764
1.1430247766084751,0.4235806929389942
3.8435687712226394,0.5547015638996047
1.444567707558675,0.31690559523594675
1.4505771302388144,0.37568063127161333
1.5276118060758501,0.5077456806882565
1.7341151760984537,0.4408091895987179
1.474979227655132,0.4936697717951847
3.1167053996375675,0.49583507373170593
1.5712245976023098,0.46541985678218345
1.5493550857617635,0.44611773507933067
3.0856951907550045,0.5543469285248592
2.964906144441491,0.4582752190246089
4.5479453520266215,0.4184909074935531
1.45057271559725,0.4271899074553284
2.024099851525891,0.39355838895708367
3.77475817249427,0.6011670692115902
1.411793963795496,0.48893900652369493
1.4439055557728813,0.4389646129645287
2.9631022641372615,0.47930416297175044
1.7426322912151624,0.3603338400225441
1.2411984229124775,0.5054161868079203
1.1827881101774202,0.3640684178822236
1.737283271279332,0.3421272218681056
2.3092282989368123,0.5519053843079889
2.154104740177445,0.42395584738198816
2.1156078888523417,0.4656075249573376
